,Acres Burned,Latitude,Longitude,Incident Start,County,Cause Type,Start Date
1613,177.0,39.82454,-123.262437,2020-08-10T18:31:57Z,Mendocino,Wildfire,2020-08-10
1614,65.0,38.81111,-121.318472,2020-08-10T18:58:13Z,Placer,Wildfire,2020-08-10
1615,285.0,40.590714,-120.549595,2020-08-11T07:37:23Z,Lassen,Wildfire,2020-08-11
1616,424.0,34.962524,-119.444977,2020-08-12T11:43:49Z,Kern,Wildfire,2020-08-12
1617,31089.0,34.679,-118.452,2020-08-12T17:13:02Z,Los Angeles,Wildfire,2020-08-12
1618,183.0,35.308259,-119.987565,2020-08-12T19:12:15Z,San Luis Obispo,Wildfire,2020-08-12
1619,512.0,38.474502,-121.172572,2020-08-13T17:01:18Z,Sacramento,Wildfire,2020-08-13
1620,4237.0,34.160265,-117.910498,2020-08-13T14:49:55Z,Los Angeles,Wildfire,2020-08-13
1621,110.0,39.647686,-121.633994,2020-08-14T17:55:25Z,Butte,Wildfire,2020-08-14
1622,47029.0,39.702438,-120.143473,2020-08-14T18:52:58Z,Sierra,Wildfire,2020-08-14
1623,320.0,35.472114,-120.856731,2020-08-15T13:21:11Z,San Luis Obispo,Wildfire,2020-08-15
1624,2121.0,36.09876,-120.427342,2020-08-15T17:00:46Z,Fresno,Wildfire,2020-08-15
1625,20.0,35.519723,-120.801074,2020-08-16T07:56:39Z,San Luis Obispo,Wildfire,2020-08-16
1626,727.0,39.52452,-122.427358,2020-08-16T10:14:46Z,Glenn,Wildfire,2020-08-16
1627,48088.0,36.60239,-121.62161,2020-08-16T14:56:54Z,Monterey,Wildfire,2020-08-16
1628,1032648.0,39.776,-122.673,2020-08-16T20:37:26Z,"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa",Wildfire,2020-08-16
1629,705.0,39.29241,-121.100352,2020-08-17T08:00:32Z,Nevada,Wildfire,2020-08-17
1630,275.0,39.555943,-122.5012461,2020-08-17T14:16:58Z,Glenn,Wildfire,2020-08-17
1631,3000.0,34.438759,-118.758965,2020-08-17T17:08:40Z,Ventura,Wildfire,2020-08-17
1632,14.0,38.840068,-120.876546,2020-08-17T20:06:44Z,El Dorado,Wildfire,2020-08-17
1633,86509.0,37.17162,-122.22275,2020-08-16T08:00:00Z,"Santa Cruz, San Mateo",Wildfire,2020-08-16
1634,396624.0,37.439437,-121.30435,2020-08-16T09:25:25Z,"Santa Clara, San Joaquin, Contra Costa, Alameda, Stanislaus",Wildfire,2020-08-16
1635,6901.0,36.4463,-121.68181,2020-08-18T14:24:01Z,Monterey,Wildfire,2020-08-18
1636,62.0,39.276,-123.013667,2020-08-18T15:27:56Z,Mendocino,Wildfire,2020-08-18
1637,1783.0,38.027921,-120.763258,2020-08-18T16:33:32Z,Calaveras,Wildfire,2020-08-18
1638,820.0,39.8174372,-123.2111007,2020-08-18T17:58:52Z,Mendocino,Wildfire,2020-08-18
1639,363220.0,38.48193,-122.14864,2020-08-17T08:00:00Z,"Napa, Solano, Sonoma, Lake, Yolo",Wildfire,2020-08-17
1640,19609.0,40.09571,-122.4393,2020-08-17T09:12:42Z,"Tehama, Glenn",Wildfire,2020-08-17
1641,55.0,38.03106,-120.85258,2020-08-19T16:44:58Z,Calaveras,Wildfire,2020-08-19
1642,2857.0,37.813779,-120.312565,2020-08-20T14:26:08Z,Tuolumne,Wildfire,2020-08-20
1643,45.0,33.454896,-117.328234,2020-08-20T16:18:49Z,San Diego,Wildfire,2020-08-20
1644,143.0,37.18725,-121.68465,2020-08-21T14:36:08Z,Santa Clara,Wildfire,2020-08-21
1645,29570.0,40.274,-120.757,2020-08-22T22:02:57Z,Plumas,Wildfire,2020-08-22
1646,4929.0,38.018089,-122.836701,2020-08-18T14:27:00Z,Marin,Wildfire,2020-08-18
1647,53.0,35.4335197,-120.1243296,2020-08-25T16:29:58Z,San Luis Obispo,Wildfire,2020-08-25
1648,567.0,40.773,-120.536,2020-08-26T08:03:48Z,Lassen,Wildfire,2020-08-26
1649,9.0,38.8825,-121.10411,2020-08-26T13:37:15Z,Placer,Wildfire,2020-08-26
1650,290.0,34.65979,-118.36411,2020-08-28T16:21:25Z,Los Angeles,Wildfire,2020-08-28
1651,400.0,37.08053,-119.88673,2020-08-30T11:11:55Z,Madera,Wildfire,2020-08-30
1652,13.0,39.012743,-122.637037,2020-09-01T17:34:38Z,Lake,Wildfire,2020-09-01
1653,379895.0,37.19147,-119.261175,2020-09-04T18:21:00Z,"Fresno, Madera",Wildfire,2020-09-04
1654,22744.0,34.08056,-116.98669,2020-09-05T12:51:00Z,"San Bernardino, Riverside",Wildfire,2020-09-05
1655,16390.0,32.765615,-116.692705,2020-09-05T16:02:32Z,San Diego,Wildfire,2020-09-05
1656,1100.0,39.4935,-123.3965,2020-09-07T13:26:45Z,Mendocino,Wildfire,2020-09-07
1657,1311.0,39.3637,-121.32361,2020-09-09T08:04:43Z,Yuba,Wildfire,2020-09-09
1658,45.0,37.46377,-121.18018,2020-09-08T22:27:00Z,Stanislaus,Wildfire,2020-09-08
1659,45.0,41.68229,-122.84057,2020-09-09T15:59:31Z,Siskiyou,Wildfire,2020-09-09
1660,50.0,41.575549,-123.021635,2020-09-11T10:05:44Z,Siskiyou,Wildfire,2020-09-11
1661,1185.0,37.135474,-119.027309,2020-09-12T13:57:57Z,Fresno,Wildfire,2020-09-12
1662,2188.0,41.211022,-122.847359,2020-09-16T11:08:31Z,Siskiyou,Wildfire,2020-09-16
1663,111.0,34.773809,-120.491594,2020-09-16T16:00:33Z,Santa Barbara,Wildfire,2020-09-16
1664,6254.0,33.88831,-116.68386,2020-09-17T16:11:01Z,Riverside,Wildfire,2020-09-17
1665,67484.0,38.56295,-122.49745,2020-09-27T08:48:00Z,"Napa, Sonoma",Wildfire,2020-09-27
1666,56338.0,40.53927,-122.56656,2020-09-27T16:03:27Z,"Shasta, Tehama",Wildfire,2020-09-27
1667,230.0,34.563,-118.4,2020-09-28T17:08:09Z,Los Angeles,Wildfire,2020-09-28
1668,454.0,33.764357,-117.374419,2020-09-29T13:32:00Z,Riverside,Wildfire,2020-09-29
1669,48.0,38.49375,-121.003602,2020-09-30T13:09:00Z,Amador,Wildfire,2020-09-30
1670,20.0,38.464074,-121.039236,2020-10-03T15:38:00Z,Sacramento,Wildfire,2020-10-03
1671,21.0,38.424016,-121.006635,2020-10-04T12:46:20Z,Amador,Wildfire,2020-10-04
1672,56.0,39.181047,-121.450982,2020-10-07T06:06:33Z,Yuba,Wildfire,2020-10-07
1673,30.0,37.821737,-122.104314,2020-10-11T18:04:00Z,Contra Costa,Wildfire,2020-10-11
1674,21.0,37.98337,-120.64541,2020-10-13T14:31:29Z,Calaveras,Wildfire,2020-10-13
1675,170.0,34.014728,-117.138078,2020-10-15T05:40:14Z,San Bernardino,Wildfire,2020-10-15
1676,15.0,38.659387,-120.964726,2020-10-18T20:42:24Z,El Dorado,Wildfire,2020-10-18
1677,6.0,39.51694,-121.54475,2020-10-22T14:43:49Z,Butte,Wildfire,2020-10-22
1678,102.0,40.55823,-123.88658,2020-10-23T13:52:08Z,Humboldt,Wildfire,2020-10-23
1679,61.0,38.56184,-122.37828,2020-10-23T17:25:43Z,Napa,Wildfire,2020-10-23
1680,275.0,40.38869,-122.39033,2020-10-25T09:56:31Z,"Shasta, Tehama",Wildfire,2020-10-25
1681,133.0,40.47646,-122.18102,2020-10-25T12:54:39Z,Shasta,Wildfire,2020-10-25
1682,5.0,40.41486,-122.342,2020-10-25T14:22:27Z,Shasta,Wildfire,2020-10-25
1683,12466.0,33.73614,-117.65719,2020-10-26T07:54:50Z,Orange,Wildfire,2020-10-26
1684,13964.0,33.877257,-117.675067,2020-10-26T14:32:41Z,Orange,Wildfire,2020-10-26
1685,150.0,34.03343,-117.51476,2020-11-01T17:05:47Z,"Riverside, San Bernardino",Wildfire,2020-11-01
1686,131.0,34.146195,-117.778561,2020-11-06T07:28:52Z,Los Angeles,Wildfire,2020-11-06
1687,49.0,41.4435,-120.87054,2020-11-17T12:47:00Z,,Wildfire,2020-11-17
1688,1087.0,33.893351,-117.62109,2020-12-01T17:27:18Z,Riverside,Wildfire,2020-12-01
1689,200.0,33.773754,-117.051463,2020-12-03T02:06:22Z,Riverside,Wildfire,2020-12-03
1690,6686.0,33.743842,-117.674967,2020-12-02T22:14:00Z,Orange,Wildfire,2020-12-02
1691,24.0,41.591948,-120.374514,2020-12-03T13:32:00Z,Lassen,Wildfire,2020-12-03
1692,174.0,34.33622,-119.078,2020-12-07T11:44:00Z,Ventura,,2020-12-07
1693,1954.0,33.93244,-117.03459,2020-12-13T08:00:00Z,Riverside,Wildfire,2020-12-13
1694,250.0,34.20955,-118.83967,2021-01-14T16:00:00Z,Ventura,Wildfire,2021-01-14
1695,23.0,37.25086,-119.51982,2021-01-19T12:08:00Z,Madera,Wildfire,2021-01-19
1696,20.0,37.08931,-122.10509,2021-01-19T06:48:00Z,Santa Cruz,Wildfire,2021-01-19
1697,15.0,37.18259,-122.28823,2021-01-18T21:00:00Z,San Mateo,Wildfire,2021-01-18
1698,22.0,37.17749,-122.1756,2021-01-18T21:00:00Z,Santa Cruz,,2021-01-18
1699,865.0,34.99432,-119.185309,2021-01-19T11:47:00Z,Kern,Wildfire,2021-01-19
1700,43.0,33.52871,-116.10723,2021-01-19T14:48:24Z,Riverside,Wildfire,2021-01-19
1701,184.0,34.3585229,-118.5553174,2021-01-19T15:04:08Z,Los Angeles,,2021-01-19
1702,20.0,37.18381,-122.13372,2021-01-19T15:25:39Z,Santa Cruz,Wildfire,2021-01-19
1703,37.0,36.98767,-121.83627,2021-01-19T19:13:18Z,Santa Cruz,Wildfire,2021-01-19
1704,86.0,35.5819816117628,-117.5910734433329,2021-03-14T18:35:00Z,Kern,Wildfire,2021-03-14
1705,873.0,41.927772,-121.627082,2021-03-27T17:02:04Z,Siskiyou,Fire,2021-03-27
1706,23.0,37.813464,-120.131236,2021-03-28T14:43:24Z,Tuolumne,Fire,2021-03-28
1707,35.0,40.6758842,-122.0536419,2021-04-01T15:56:00Z,Shasta,Wildfire,2021-04-01
1708,25.0,34.30277328465364,-118.70009500551254,2021-04-04T15:52:00Z,Ventura,Fire,2021-04-04
1709,28.0,32.958961,-116.582369,2021-04-12T18:44:23Z,San Diego,Wildfire,2021-04-12
1710,200.0,38.99914,-123.35838,2021-04-18T17:46:54Z,Mendocino,Wildfire,2021-04-18
1711,80.0,38.9743823,-121.5896697,2021-04-19T20:29:35Z,Sutter,Wildfire,2021-04-19
1712,93.0,37.0953436,-121.143154,2021-04-24T14:50:00Z,Merced,Fire,2021-04-24
1713,650.0,34.449686,-118.616276,2021-04-28T23:04:57Z,Los Angeles,Wildfire,2021-04-28
1714,65.0,38.88437128468346,-122.51771555326388,2021-04-29T12:44:00Z,Lake,Wildfire,2021-04-29
1715,160.0,38.223179,-120.856628,2021-04-29T23:18:41Z,Calaveras,Wildfire,2021-04-29
1716,32.0,38.773294,-121.034998,2021-05-01T21:02:48Z,El Dorado,Wildfire,2021-05-01
1717,5366.0,32.987532,-116.443391,2021-05-02T00:56:04Z,San Diego,Wildfire,2021-05-02
1718,32.0,33.532246,-116.767011,2021-05-04T13:28:00Z,Riverside,Wildfire,2021-05-04
1719,226.0,33.86972,-117.044072,2021-05-05T23:30:06Z,Riverside,Wildfire,2021-05-05
1720,550.0,39.85479,-121.91936,2021-05-08T13:44:53Z,Butte,Wildfire,2021-05-08
1721,118.0,38.03106,-120.85258,2021-05-08T15:02:45Z,Calaveras,Wildfire,2021-05-08
1722,44.0,38.28328,-121.45965,2021-05-08T17:29:49Z,Sacramento,Wildfire,2021-05-08
1723,35.0,39.2510745,-121.361339,2021-05-12T20:48:43Z,Yuba,Wildfire,2021-05-12
1724,442.0,34.454231,-117.663815,2021-05-12T22:46:39Z,Los Angeles,Wildfire,2021-05-12
1725,97.0,37.560209,-120.419624,2021-05-14T14:00:00Z,Merced,Wildfire,2021-05-14
1726,29.0,40.971612,-120.094517,2021-05-14T13:03:00Z,Lassen,Wildfire,2021-05-14
1727,1202.0,34.079046,-118.558938,2021-05-14T21:50:41Z,Los Angeles,Wildfire,2021-05-14
1728,300.0,33.8948,-117.1116,2021-05-18T13:30:00Z,Riverside,,2021-05-18
1729,17.0,33.50994,-115.917099,2021-05-19T15:54:00Z,Riverside,,2021-05-19
1730,45.0,38.56101,-121.01365,2021-05-19T14:56:00Z,El Dorado,,2021-05-19
1731,300.0,34.7591895,-118.5044868,2021-05-20T09:27:00Z,Los Angeles,Wildfire,2021-05-20
1732,25.0,41.23106,-123.66003,2021-05-21T06:55:59Z,Humboldt,Wildfire,2021-05-21
1733,18.0,39.384319,-123.23205,2021-05-21T15:36:15Z,Mendocino,,2021-05-21
1734,115.0,33.965596,-117.471517,2021-05-24T13:30:26Z,Riverside,Wildfire,2021-05-24
1735,197.0,37.45646,-120.00392,2021-05-27T14:36:00Z,Mariposa,Wildfire,2021-05-27
1736,508.0,37.89346196853137,-120.83915871172879,2021-05-27T18:44:00Z,Stanislaus,,2021-05-27
1737,1118.0,35.932852,-120.854096,2021-05-30T15:10:29Z,Monterey,Wildfire,2021-05-30
1738,25.0,36.86201725309289,-119.3484121800294,2021-05-31T16:24:20Z,Fresno,Wildfire,2021-05-31
1739,45.0,37.1619216,-119.5166045,2021-05-31T19:12:45Z,Madera,Wildfire,2021-05-31
1740,28.0,33.631955,-117.089849,2021-06-01T13:06:00Z,Riverside,,2021-06-01
1741,43.0,33.895007,-116.90145,2021-06-02T18:30:00Z,Riverside,Fire,2021-06-02
1742,50.0,37.24484944019164,-119.86047836209606,2021-06-06T15:20:52Z,Madera,Wildfire,2021-06-06
1743,939.0,39.084872,-121.333346,2021-06-08T13:59:00Z,Yuba,Wildfire,2021-06-08
1744,250.0,34.383247203440405,-117.41835464122235,2021-06-09T13:15:00Z,San Bernardino,Wildfire,2021-06-09
1745,1000.0,33.315711565249096,-117.34832277422022,2021-06-09T13:53:00Z,San Diego,Wildfire,2021-06-09
1746,34.0,38.899722,-122.238889,2021-06-09T20:00:00Z,Yolo,Wildfire,2021-06-09
1747,341.0,33.5812044,-116.4518615,2021-06-13T11:12:13Z,Riverside,Wildfire,2021-06-13
1748,67.0,38.3046414,-120.9608439,2021-06-13T16:01:34Z,Amador,Wildfire,2021-06-13
1749,150.0,39.1956433,-121.3587065,2021-06-13T19:39:00Z,Yuba,Wildfire,2021-06-13
1750,35.0,37.24042,-121.76309,2021-06-14T11:40:00Z,Santa Clara,Wildfire,2021-06-14
1751,15.0,33.67127,-116.94956,2021-06-15T13:30:00Z,Riverside,Wildfire,2021-06-15
1752,108.0,40.61468,-122.49164,2021-06-15T17:14:55Z,Shasta,Wildfire,2021-06-15
1753,165.0,40.10806,-122.16025,2021-06-15T18:59:10Z,Tehama,Wildfire,2021-06-15
1754,10.0,38.79988,-121.01273,2021-06-16T14:03:42Z,El Dorado,Wildfire,2021-06-16
1755,42.0,39.16338,-122.916,2021-06-17T16:45:06Z,Lake,Wildfire,2021-06-17
1756,402.0,39.77144,-121.76629,2021-06-17T21:37:07Z,Butte,Wildfire,2021-06-17
1757,560.0,36.59717,-118.20355,2021-06-18T08:00:00Z,Inyo,Wildfire,2021-06-18
1758,11.0,36.47887,-119.10788,2021-06-18T06:33:00Z,Tulare,Wildfire,2021-06-18
1759,800.0,36.03223,-118.85799,2021-06-18T08:00:00Z,Tulare,Wildfire,2021-06-18
1760,1265.0,36.03887,-118.76857,2021-06-18T10:11:21Z,Tulare,Wildfire,2021-06-18
1761,2877.0,36.151231,-121.558858,2021-06-18T11:49:41Z,Monterey,Wildfire,2021-06-18
1762,48.0,34.83498,-118.86258,2021-06-18T18:35:00Z,Kern,,2021-06-18
1763,515.0,32.903917,-116.233056,2021-06-19T08:00:00Z,San Diego,,2021-06-19
1764,95.0,33.551747,-116.707967,2021-06-19T13:36:00Z,Riverside,Fire,2021-06-19
1765,592.0,36.6000177,-118.1420738,2021-06-19T06:19:04Z,Inyo,,2021-06-19
1766,761.0,40.53297,-122.12107,2021-06-20T16:38:04Z,Shasta,Fire,2021-06-20
1767,20.0,33.499081,-116.1147496,2021-06-20T17:32:36Z,Riverside,Fire,2021-06-20
1768,53.0,33.09183,-116.9543,2021-06-20T18:28:38Z,San Diego,Fire,2021-06-20
1769,42.0,38.728881,-121.39247,2021-06-21T16:41:35Z,Placer,Wildfire,2021-06-21
1770,580.0,41.583949,-120.729446,2021-06-22T11:19:00Z,Modoc,Fire,2021-06-22
1771,145.0,36.63228,-120.987172,2021-06-23T13:38:00Z,San Benito,,2021-06-23
1772,50.0,40.475558,-122.481055,2021-06-23T13:42:00Z,Shasta,,2021-06-23
1773,350.0,33.337282,-117.095858,2021-06-23T16:01:58Z,San Diego,Wildfire,2021-06-23
1774,134.0,41.562302,-120.497502,2021-06-24T18:38:46Z,Modoc,Wildfire,2021-06-24
1775,37.0,37.118582,-121.584194,2021-06-25T14:23:00Z,Santa Clara,Wildfire,2021-06-25
1776,11.0,38.659971,-120.876096,2021-06-26T13:05:41Z,El Dorado,Wildfire,2021-06-26
1777,26409.0,41.459,-122.329,2021-06-24T20:35:24Z,Siskiyou,Wildfire,2021-06-24
1778,220.0,35.442533,-118.793912,2021-06-26T20:47:10Z,Kern,Wildfire,2021-06-26
1779,1984.0,34.919,-118.891,2021-06-27T13:07:06Z,Kern,Wildfire,2021-06-27
1780,76.0,40.039,-121.406,2021-06-27T17:49:34Z,Butte,Wildfire,2021-06-27
1781,140.0,36.932,-119.735,2021-06-27T17:05:33Z,Fresno,Wildfire,2021-06-27
1782,35.0,34.20849,-117.280416,2021-06-28T10:52:00Z,San Bernardino,Wildfire,2021-06-28
1783,122.0,33.740058,-117.050236,2021-06-28T16:48:08Z,Riverside,Wildfire,2021-06-28
1784,35.0,41.665191,-122.054254,2021-06-28T16:07:00Z,Madera,,2021-06-28
1785,10580.0,41.665191,-122.054254,2021-06-28T16:07:00Z,Siskiyou,Wildfire,2021-06-28
1786,118.0,41.917209,-122.374848,2021-06-28T18:14:00Z,Siskiyou,Wildfire,2021-06-28
1787,277.0,37.02865766813302,-119.25484409482164,2021-06-30T16:22:00Z,Fresno,Wildfire,2021-06-30
1788,12660.0,40.860525,-122.348956,2021-06-30T14:55:56Z,Shasta,Wildfire,2021-06-30
1789,173.0,33.119448,-116.677511,2021-07-03T11:34:00Z,San Diego,Fire,2021-07-03
1790,384.0,36.10007,-119.017899,2021-07-03T08:00:32Z,Tulare,Wildfire,2021-07-03
1791,105670.0,39.83203,-120.3415,2021-07-04T09:26:06Z,Plumas,Wildfire,2021-07-04
1792,868.0,34.808751,-118.87933,2021-07-04T14:49:36Z,Los Angeles,Wildfire,2021-07-04
1793,75.0,36.802809,-119.393795,2021-07-04T17:46:54Z,Fresno,Wildfire,2021-07-04
1794,1011.0,41.80728,-120.638464,2021-07-05T16:34:58Z,Modoc,Wildfire,2021-07-05
1795,80.0,39.253647,-123.224377,2021-07-07T14:30:00Z,Mendocino,Wildfire,2021-07-07
1796,92.0,37.06047,-121.05758,2021-07-09T13:26:01Z,Merced,Fire,2021-07-09
1797,110.0,41.28523,-121.77593,2021-07-09T16:41:27Z,Modoc,Wildfire,2021-07-09
1798,86.0,32.82731,-116.6253,2021-07-10T13:38:19Z,San Diego,Wildfire,2021-07-10
1799,128.0,37.865193,-121.667665,2021-07-11T09:22:05Z,Contra Costa,Wildfire,2021-07-11
1800,71.0,34.85178,-118.81448,2021-07-11T13:29:14Z,Kern,Wildfire,2021-07-11
1801,9656.0,37.350823,-119.869785,2021-07-11T14:10:26Z,Mariposa,Wildfire,2021-07-11
1802,357.0,41.25272,-121.82403,2021-07-11T15:08:43Z,Siskiyou,Wildfire,2021-07-11
1803,2965.0,37.8024,-118.8745,2021-07-12T14:04:02Z,Mono,Wildfire,2021-07-12
1804,963309.0,39.871306,-121.389439,2021-07-13T17:15:00Z,"Butte, Plumas, Shasta, Lassen, Tehama",Wildfire,2021-07-13
1805,43.0,40.1703,-122.64768,2021-07-14T15:18:48Z,Tehama,Wildfire,2021-07-14
1806,35.0,38.0975072,-122.7418335,2021-07-14T15:34:10Z,Marin,Wildfire,2021-07-14
1807,1320.0,38.4504695,-119.7512546,2021-06-25T19:53:41Z,Alpine,Wildfire,2021-06-25
1808,30.0,32.578481,-116.634023,2021-07-15T16:02:27Z,San Diego,Wildfire,2021-07-15
1809,68637.0,38.6280042,-119.8591887,2021-07-04T11:57:58Z,Alpine,Wildfire,2021-07-04
1810,43.0,39.999396,-122.55195,2021-07-17T17:40:13Z,Tehama,Wildfire,2021-07-17
1811,55.0,40.86955,-120.45187,2021-07-18T13:34:00Z,Lassen,Wildfire,2021-07-18
1812,50.0,33.889516,-117.070814,2021-07-20T13:52:41Z,Riverside,Wildfire,2021-07-20
1813,2098.0,35.41153,-118.46461,2021-07-20T11:40:00Z,Kern,Wildfire,2021-07-20
1814,45.0,39.383922,-121.24684,2021-07-20T16:36:32Z,Yuba,Wildfire,2021-07-20
1815,25.0,39.976,-123.505,2021-07-23T00:00:00Z,Trinity,Fire,2021-07-23
1816,100.0,36.199833,-118.722167,2021-07-26T00:00:00Z,Tulare,Wildfire,2021-07-26
1817,171.0,36.476664,-121.224797,2021-07-28T00:00:00Z,Monterey,Wildfire,2021-07-28
1818,85.0,40.183504,-120.8468224,2021-07-29T19:14:42Z,Plumas,Wildfire,2021-07-29
1819,122653.0,40.35,-123.034,2021-07-30T18:44:00Z,"Shasta, Trinity, Tehama",Fire,2021-07-30
1820,153.0,38.054116,-120.867498,2021-07-30T00:00:00Z,Calaveras,Wildfire,2021-07-30
1821,340.0,34.7479248,-118.8217926,2021-07-31T00:00:00Z,Los Angeles,Wildfire,2021-07-31
1822,75.0,35.65927,-120.560856,2021-07-31T17:10:53Z,San Luis Obispo,Wildfire,2021-07-31
1823,145632.0,41.5289901,-121.9154934,2021-08-01T11:28:25Z,Siskiyou,Wildfire,2021-08-01
1824,50.0,40.466364,-122.482826,2021-08-01T00:00:00Z,Shasta,Wildfire,2021-08-01
1825,223124.0,40.752,-123.337,2021-07-30T12:28:00Z,Trinity,Wildfire,2021-07-30
1826,199359.0,41.389,-123.057,2021-07-30T18:17:40Z,"Siskiyou, Trinity",Wildfire,2021-07-30
1827,50.0,34.23604,-117.65989,2021-08-03T13:02:00Z,Los Angeles,Wildfire,2021-08-03
1828,60.0,40.604986,-122.506112,2021-08-04T00:00:00Z,Shasta,Wildfire,2021-08-04
1829,2619.0,39.08805,-121.01468,2021-08-04T08:00:00Z,"Nevada, Placer",Wildfire,2021-08-04
1830,55.0,41.68499,-121.53946,2021-08-06T11:11:37Z,Siskiyou,Wildfire,2021-08-06
1831,20.0,41.034362,-121.89008,2021-08-07T00:00:00Z,Shasta,Wildfire,2021-08-07
1832,184.0,39.403918,-121.30845,2021-08-11T00:00:00Z,Yuba,Wildfire,2021-08-11
1833,22.0,38.250596,-122.727542,2021-08-13T00:00:00Z,Sonoma,Wildfire,2021-08-13
1834,127.0,38.826123,-122.581257,2021-08-13T00:00:00Z,Lake,Wildfire,2021-08-13
1835,50.0,39.834099,-123.637032,2021-08-14T00:00:00Z,Mendocino,Wildfire,2021-08-14
1836,221835.0,38.586,-120.537833,2021-08-14T18:54:00Z,"El Dorado, Alpine, Amador",Wildfire,2021-08-14
1837,8777.0,36.268,-118.555,2021-08-16T16:05:54Z,Tulare,Wildfire,2021-08-16
1838,83.0,38.928133,-122.601395,2021-08-18T12:34:00Z,Lake,Wildfire,2021-08-18
1839,94962.0,41.564,-123.404,2021-08-18T08:50:00Z,Siskiyou,Fire,2021-08-18
1840,295.0,33.474823,-116.659688,2021-08-24T13:38:00Z,Riverside,Wildfire,2021-08-24
1841,10.0,40.616416,-122.514391,2021-08-25T00:00:00Z,Shasta,Wildfire,2021-08-25
1842,639.0,38.038795,-120.454797,2021-08-25T14:55:00Z,Calaveras,Wildfire,2021-08-25
1843,680.0,34.186147,-117.440263,2021-08-25T16:11:00Z,San Bernardino,Wildfire,2021-08-25
1844,160.0,33.918089,-116.877776,2021-08-25T14:17:00Z,Riverside,Wildfire,2021-08-25
1845,59.0,39.216752,-121.040771,2021-08-25T15:33:00Z,Nevada,Wildfire,2021-08-25
1846,100.0,37.962933,-120.402221,2021-08-26T13:20:00Z,Tuolumne,Wildfire,2021-08-26
1847,50.0,34.25145,-117.4546,2021-08-28T11:25:00Z,San Bernardino,Wildfire,2021-08-28
1848,1427.0,33.484721,-117.39309,2021-08-28T12:40:00Z,"Riverside, San Diego",Wildfire,2021-08-28
1849,61.0,34.34,-117.466,2021-08-29T12:50:00Z,San Bernardino,Fire,2021-08-29
1850,2421.0,40.8652,-123.6744,2021-08-29T08:00:00Z,Humboldt,Wildfire,2021-08-29
1851,16.0,41.03877,-123.52733,2021-08-30T13:30:00Z,Humboldt,Wildfire,2021-08-30
1852,44.0,38.0591827,-122.6131992,2021-09-01T14:27:00Z,Marin,Wildfire,2021-09-01
1853,46.0,38.529123,-120.731748,2021-09-05T10:40:20Z,Amador,Wildfire,2021-09-05
1854,411.0,38.921239,-121.036613,2021-09-05T12:53:14Z,Placer,Wildfire,2021-09-05
1855,54.0,33.380079,-117.111157,2021-09-05T15:50:14Z,San Diego,Wildfire,2021-09-05
1856,70.0,34.6776,-120.09009,2021-09-06T14:54:06Z,Santa Barbara,Wildfire,2021-09-06
1857,464.0,34.569383,-118.688821,2021-09-11T16:06:47Z,Los Angeles,Wildfire,2021-09-11
1858,257.0,39.232362,-123.202039,2021-09-12T14:15:09Z,Mendocino,Wildfire,2021-09-12
1859,42.0,36.89365,-119.792528,2021-09-19T11:40:00Z,Madera,Wildfire,2021-09-19
1860,71.0,34.164501,-117.333215,2021-09-22T11:27:08Z,San Bernardino,Wildfire,2021-09-22
1861,116.0,38.269863,-122.416983,2021-09-22T14:25:00Z,"Napa, Sonoma",Wildfire,2021-09-22
1862,8578.0,40.729811,-122.320243,2021-09-22T16:45:00Z,Shasta,Wildfire,2021-09-22
1863,80.0,40.649917,-123.02375,2021-10-05T15:34:31Z,Trinity,Wildfire,2021-10-05
1864,24.0,40.287225,-122.436754,2021-10-11T14:35:42Z,Tehama,Wildfire,2021-10-11
1865,447.0,35.983649,-119.960099,2021-10-11T18:43:59Z,Kings,Wildfire,2021-10-11
1866,132.0,38.170366,-122.241128,2021-10-11T20:02:23Z,Napa,Wildfire,2021-10-11
1867,16970.0,34.553,-120.136,2021-10-11T14:30:12Z,Santa Barbara,Wildfire,2021-10-11
1868,59.0,39.986836,-122.277441,2021-10-14T16:49:00Z,Trinity,Wildfire,2021-10-14
1869,200.0,41.862388,-120.358206,2021-10-15T15:15:00Z,Modoc,Wildfire,2021-10-15
1870,148.0,37.013464,-121.752106,2021-10-15T14:40:39Z,Santa Cruz,Wildfire,2021-10-15
1871,150.0,37.62879,-121.52692,2021-10-24T13:40:00Z,San Joaquin,Wildfire,2021-10-24
1872,24.0,33.952633,-117.487947,2021-11-21T11:45:14Z,Riverside,Fire,2021-11-21
1873,687.0,36.396461,-121.880533,2022-01-21T17:19:00Z,Monterey,Wildfire,2022-01-21
1874,154.0,33.558085,-117.805666,2022-02-10T04:00:00Z,Orange,Wildfire,2022-02-10
1875,4136.0,37.369355,-118.371813,2022-02-16T16:06:41Z,Inyo,Wildfire,2022-02-16
1876,21.0,38.46234,-123.015106,2022-03-01T17:15:00Z,Sonoma,Wildfire,2022-03-01
1877,88.0,40.67671,-122.4073,2022-03-04T10:31:00Z,Shasta,Wildfire,2022-03-04
1878,120.0,34.4687419,-120.2770391,2022-03-12T11:35:00Z,Santa Barbara,Wildfire,2022-03-12
1879,113.0,41.9525087,-121.9015432,2022-03-12T12:46:00Z,Siskiyou,Wildfire,2022-03-12
