,Acres Burned,Latitude,Longitude,Incident Start,County,Cause Type,Start Date
1880,12.0,41.4455854,-122.3685584,2022-03-12T13:17:00Z,Siskiyou,Wildfire,2022-03-12
1881,10.0,41.234712,-121.692093,2022-03-25T21:23:21Z,Siskiyou,Wildfire,2022-03-25
1882,10.0,40.44412,-122.690559,2022-04-27T13:56:00Z,Shasta,Wildfire,2022-04-27
1883,15.0,33.510716,-115.916687,2022-04-30T20:33:00Z,Riverside,Wildfire,2022-04-30
1884,60.0,34.018021,-117.462367,2022-05-06T12:51:00Z,Riverside,Wildfire,2022-05-06
1885,171.0,36.974622,-119.443013,2022-05-11T12:39:00Z,Fresno,Fire,2022-05-11
1886,200.0,33.509464,-117.744398,2022-05-11T14:51:00Z,Orange,Fire,2022-05-11
1887,46.0,33.886637,-116.900635,2022-05-15T17:33:40Z,Riverside,Fire,2022-05-15
1888,25.0,36.051411,-118.98167,2022-05-16T18:36:01Z,Tulare,Fire,2022-05-16
1889,682.0,34.935583,-118.873889,2022-05-19T16:15:00Z,Kern,Wildfire,2022-05-19
1890,28.0,38.015611,-121.998735,2022-05-20T12:08:00Z,Contra Costa,Wildfire,2022-05-20
1891,120.0,38.824462,-122.049621,2022-05-20T15:08:58Z,Yolo,Wildfire,2022-05-20
1892,36.0,38.8733747,-123.6641833,2022-05-20T15:10:00Z,Mendocino,Wildfire,2022-05-20
1893,135.0,38.467322,-122.051923,2022-05-21T15:14:00Z,Solano,Fire,2022-05-21
1894,90.0,40.150329,-122.275649,2022-05-24T11:27:12Z,Tehama,Wildfire,2022-05-24
1895,595.0,39.2333948,-122.0246463,2022-05-24T13:30:00Z,Colusa,Wildfire,2022-05-24
1896,48.0,35.0155237,-120.3564497,2022-05-24T15:00:00Z,San Luis Obispo,Wildfire,2022-05-24
1897,431.0,34.090619,-116.447636,2022-05-26T12:23:12Z,San Bernardino,Wildfire,2022-05-26
1898,5856.0,34.010838,-114.484173,2022-05-26T21:31:18Z,Riverside,Wildfire,2022-05-26
1899,570.0,38.370078,-122.270417,2022-05-31T15:35:00Z,Napa,Wildfire,2022-05-31
1900,93.0,35.199501,-118.721683,2022-06-03T10:59:00Z,Kern,Wildfire,2022-06-03
1901,60.0,33.59823,-116.23339,2022-06-04T23:15:00Z,Riverside,Wildfire,2022-06-04
1902,36.0,35.72373,-120.56019,2022-06-06T17:50:00Z,San Luis Obispo,Wildfire,2022-06-06
1903,95.0,34.31267,-117.34635,2022-06-06T16:47:00Z,San Bernardino,Wildfire,2022-06-06
1904,159.0,37.895892,-121.696808,2022-06-09T14:21:00Z,Contra Costa,Wildfire,2022-06-09
1905,54.0,39.385829,-121.431372,2022-06-09T15:53:00Z,Butte,Wildfire,2022-06-09
1906,100.0,40.05,-121.776,2022-06-10T11:51:07Z,Tehama,Wildfire,2022-06-10
1907,517.0,34.9324042,-118.9253809,2022-06-11T02:49:16Z,Kern,Fire,2022-06-11
1908,72.0,39.319804,-121.392285,2022-06-11T17:22:09Z,Yuba,Wildfire,2022-06-11
1909,865.0,34.355593,-117.61508,2022-06-12T06:45:19Z,San Bernardino,Wildfire,2022-06-12
1910,65.0,32.8134303,-116.5882585,2022-06-12T18:16:43Z,San Diego,Wildfire,2022-06-12
1911,577.0,32.614832,-116.737119,2022-06-13T14:56:33Z,San Diego,Wildfire,2022-06-13
1912,593.0,40.00919,-122.45621,2022-06-13T16:16:00Z,Tehama,Wildfire,2022-06-13
1913,70.0,32.567333,-116.750667,2022-06-21T10:08:00Z,San Diego,Wildfire,2022-06-21
1914,20.0,37.459222,-122.27742,2022-06-21T14:30:00Z,Santa Cruz,Wildfire,2022-06-21
1915,2500.0,34.936618,-118.889446,2022-06-22T18:41:00Z,Kern,Wildfire,2022-06-22
1916,66.0,39.37879,-121.68694,2022-06-22T12:00:00Z,Butte,Wildfire,2022-06-22
1917,120.0,38.046255,-122.191103,2022-06-23T14:37:00Z,Contra Costa,Wildfire,2022-06-23
1918,71.0,37.642217,-121.903018,2022-06-23T13:47:38Z,Alameda,Wildfire,2022-06-23
1919,524.0,37.365652,-121.556086,2022-06-23T17:39:00Z,Alameda,Wildfire,2022-06-23
1920,26.0,38.42619,-121.97785,2022-06-23T14:15:00Z,Solano,Wildfire,2022-06-23
1921,422.0,38.42619,-121.97785,2022-06-23T18:34:00Z,Merced,Wildfire,2022-06-23
1922,90.0,37.97689,-121.908735,2022-06-24T12:20:00Z,Contra Costa,Wildfire,2022-06-24
1923,110.0,33.968307,-117.462524,2022-06-25T17:22:36Z,Riverside,Wildfire,2022-06-25
1924,12.0,41.317476,-122.359698,2022-06-26T08:13:12Z,Siskiyou,Wildfire,2022-06-26
1925,63.0,38.323263,-122.796221,2022-06-27T15:47:53Z,Sonoma,Wildfire,2022-06-27
1926,113.0,38.163521,-122.574563,2022-06-27T16:27:00Z,Marin,Wildfire,2022-06-27
1927,317.0,39.713372,-122.55002,2022-06-28T13:09:03Z,Glenn,Wildfire,2022-06-28
1928,387.0,35.136141,-120.437395,2022-06-28T11:57:00Z,San Luis Obispo,Wildfire,2022-06-28
1929,904.0,39.319145,-121.192271,2022-06-28T14:00:00Z,Nevada,Wildfire,2022-06-28
1930,250.0,39.524038,-121.650851,2022-06-30T15:18:00Z,Butte,Wildfire,2022-06-30
1931,34.0,39.480813,-121.366789,2022-06-30T16:08:11Z,Butte,Wildfire,2022-06-30
1932,52.0,37.013878,-119.576797,2022-07-01T13:31:00Z,Fresno,Wildfire,2022-07-01
1933,138.0,35.8640822,-120.819059,2022-07-04T09:26:12Z,Monterey,Wildfire,2022-07-04
1934,4478.0,38.334802,-120.665415,2022-07-04T18:42:17Z,"Amador, Calaveras",Wildfire,2022-07-04
1935,30.0,39.42972,-121.430071,2022-07-04T18:51:58Z,Butte,Wildfire,2022-07-04
1936,20.0,39.8166571,-123.2055576,2022-07-05T17:15:00Z,Mendocino,Wildfire,2022-07-05
1937,30.0,39.300253,-121.372749,2022-07-08T13:10:00Z,Yuba,Wildfire,2022-07-08
1938,4886.0,37.499,-119.614,2022-07-07T14:13:08Z,Mariposa,Wildfire,2022-07-07
1939,166.0,39.020051,-121.344587,2022-07-09T15:36:05Z,Placer,Wildfire,2022-07-09
1940,37.0,32.7947379,-116.8460273,2022-07-12T18:28:08Z,San Diego,Wildfire,2022-07-12
1941,115.0,38.0936839,-122.1347757,2022-07-13T16:56:00Z,Solano,Wildfire,2022-07-13
1942,304.0,40.4411992,-122.3182313,2022-07-14T16:56:00Z,Shasta,Wildfire,2022-07-14
1943,74.0,38.5570067,-121.1183895,2022-07-14T17:46:00Z,Sacramento,Wildfire,2022-07-14
1944,60.0,40.010233,-122.433855,2022-07-16T13:05:00Z,Tehama,Wildfire,2022-07-16
1945,38.0,38.9848309,-121.340201,2022-07-17T12:27:36Z,Placer,Wildfire,2022-07-17
1946,100.0,32.6077664,-116.6077664,2022-07-17T11:25:17Z,San Diego,Wildfire,2022-07-17
1947,43.0,39.90557,-123.598273,2022-07-17T16:36:27Z,Mendocino,Wildfire,2022-07-17
1948,421.0,37.481701,-120.02107,2022-07-18T13:13:00Z,Mariposa,Wildfire,2022-07-18
1949,82.0,39.314076,-121.27693,2022-07-18T16:43:31Z,Yuba,Wildfire,2022-07-18
1950,17.0,39.058043,-123.33756,2022-07-19T12:25:00Z,Mendocino,Wildfire,2022-07-19
1951,121.0,37.719206,-121.656106,2022-07-19T19:08:46Z,Alameda,Wildfire,2022-07-19
1952,64.0,37.935092,-120.4422218,2022-07-21T14:22:00Z,Tuolumne,Wildfire,2022-07-21
1953,104.0,36.8927679,-121.604728,2022-07-21T15:21:00Z,San Benito,Wildfire,2022-07-21
1954,20.0,38.75794,-120.63742,2022-07-26T16:24:00Z,El Dorado,Wildfire,2022-07-26
1955,174.0,33.0819687,-116.7626279,2022-07-27T12:18:00Z,San Diego,Wildfire,2022-07-27
1956,39.0,39.323167,-121.304167,2022-07-27T15:08:00Z,Yuba,Wildfire,2022-07-27
1957,60138.0,41.833813,-122.894782,2022-07-29T14:16:00Z,Siskiyou,Wildfire,2022-07-29
1958,28.0,34.312437,-117.3463886,2022-07-29T17:06:00Z,San Bernardino,Wildfire,2022-07-29
1959,222.0,35.5745007,-118.4125811,2022-07-30T16:05:00Z,Kern,Wildfire,2022-07-30
1960,31.0,41.5734543,-123.0213226,2022-07-30T18:06:00Z,Siskiyou,Wildfire,2022-07-30
1961,55.0,36.6760553,-119.1902259,2022-07-31T14:27:00Z,Fresno,Wildfire,2022-07-31
1962,85.0,41.6430162,-123.1193265,2022-07-30T21:17:00Z,Siskiyou,Wildfire,2022-07-30
1963,63.0,41.640867,-122.988315,2022-07-31T19:17:00Z,Siskiyou,Wildfire,2022-07-31
1964,127.0,36.378236,-118.853671,2022-08-02T13:35:00Z,Tulare,Wildfire,2022-08-02
1965,51.0,37.84349,-120.50806,2022-08-03T15:16:00Z,Tuolumne,Wildfire,2022-08-03
1966,34.0,41.9708541,-122.7825581,2022-08-04T09:05:00Z,Siskiyou,Wildfire,2022-08-04
1967,14.0,41.060445,-121.211449,2022-08-08T02:30:00Z,Lassen,Wildfire,2022-08-08
1968,149.0,34.765322,-118.732882,2022-08-10T16:07:00Z,Los Angeles,Wildfire,2022-08-10
1969,250.0,35.2882644,-118.6292243,2022-08-14T17:40:00Z,Kern,Wildfire,2022-08-14
1970,22.0,39.04941,-120.9526,2022-08-15T15:48:00Z,Placer,Wildfire,2022-08-15
1971,325.0,36.17768,-118.71829,2022-08-15T17:15:00Z,Tulare,Wildfire,2022-08-15
1972,58.0,37.70049,-121.97822,2022-08-15T16:21:00Z,Alameda,Wildfire,2022-08-15
1973,53.0,34.48202,-118.60811,2022-08-17T17:31:09Z,Los Angeles,Wildfire,2022-08-17
1974,48.0,39.2805,-121.1329,2022-08-20T16:35:12Z,Nevada,Wildfire,2022-08-20
1975,14.0,38.9494,-122.6556,2022-08-20T19:26:17Z,Lake,Wildfire,2022-08-20
1976,150.0,34.2338842,-117.8004523,2022-08-25T13:39:48Z,Los Angeles,Fire,2022-08-25
1977,44.0,39.0543,-121.1103,2022-08-27T11:43:00Z,Nevada,Wildfire,2022-08-27
1978,25.0,41.4672,-123.9277,2022-08-29T19:53:00Z,Humboldt,Wildfire,2022-08-29
1979,26.0,41.4626,-123.9477,2022-08-29T07:53:00Z,Humboldt,Wildfire,2022-08-29
1980,113.0,34.2026,-117.8608,2022-08-29T11:26:45Z,Los Angeles,Wildfire,2022-08-29
1981,5208.0,34.5255,-118.6479,2022-08-31T12:01:00Z,Los Angeles,Wildfire,2022-08-31
1982,4456.0,32.612181,-116.707395,2022-08-31T14:17:00Z,San Diego,Wildfire,2022-08-31
1983,34.0,40.5336,-122.3975,2022-09-01T12:13:00Z,Shasta,Wildfire,2022-09-01
1984,124.0,39.3669,-123.3159,2022-09-01T15:59:00Z,Mendocino,Wildfire,2022-09-01
1985,21.0,37.968,-120.4013,2022-09-01T20:40:00Z,Tuolumne,Wildfire,2022-09-01
1986,3935.0,41.4303,-122.3852,2022-09-02T12:49:00Z,Siskiyou,Wildfire,2022-09-02
1987,73.0,38.0182816,-120.7489517,2022-09-02T16:18:02Z,Calaveras,Wildfire,2022-09-02
1988,13440.0,41.459009,-122.627469,2022-09-02T15:48:00Z,Siskiyou,Wildfire,2022-09-02
1989,30.0,33.432924,-117.246996,2022-09-04T13:42:00Z,San Diego,Wildfire,2022-09-04
1990,50.0,33.064629,-116.811345,2022-09-05T12:00:00Z,San Diego,Wildfire,2022-09-05
1991,11.0,39.1252,-120.816083,2022-09-06T07:40:00Z,Placer,Wildfire,2022-09-06
1992,1079.0,34.177,-116.882,2022-09-06T11:52:15Z,San Bernardino,Wildfire,2022-09-06
1993,16.0,35.580125,-121.012313,2022-09-06T15:15:00Z,San Luis Obispo,Wildfire,2022-09-06
1994,130.0,37.080478,-119.485927,2022-09-06T16:23:23Z,Fresno,Wildfire,2022-09-06
1995,76788.0,39.00591,-120.7447,2022-09-06T18:00:00Z,"El Dorado, Placer",Wildfire,2022-09-06
1996,819.0,37.21945,-119.50881,2022-09-07T15:30:00Z,Madera,Wildfire,2022-09-07
1997,297.0,41.8739166,-121.839853,2022-09-07T14:52:00Z,Siskiyou,Wildfire,2022-09-07
1998,5843.0,41.87117,-120.29122,2022-09-07T15:59:00Z,Modoc,Wildfire,2022-09-07
1999,160.0,40.44109,-121.81822,2022-09-09T14:31:00Z,Tehama,Wildfire,2022-09-09
2000,48.0,39.1902,-120.8266,2022-09-13T12:51:00Z,Placer,Wildfire,2022-09-13
2001,29.0,39.9929,-121.2122,2022-09-17T14:58:32Z,Placer,Wildfire,2022-09-17
2002,30.0,41.4987,-122.3414,2022-09-27T08:54:50Z,Siskiyou,Wildfire,2022-09-27
2003,50.0,37.38939,-118.50091,2022-10-23T12:55:00Z,Inyo,Wildfire,2022-10-23
